20240702	10:26:57	8d25ca20-0313-4ee4-9668-086a1c9f124d	GET	/	undefined
20240702	10:35:19	933c10e5-66e9-4640-8bb0-de4660ae723c	OPTIONS	/users	http://localhost:3000
20240702	10:35:19	2cde9d3e-64e8-4693-b38c-1c5fcea52288	GET	/notes	http://localhost:3000
20240702	10:35:19	ace9cb76-f27c-4126-8364-5e79af5ecc77	GET	/users	http://localhost:3000
20240702	10:35:37	ec94b528-4834-486a-bf14-77ffb9d04fca	OPTIONS	/users	http://localhost:3000
20240702	10:35:37	1ccc7cfb-2d75-4029-a157-ba8109be42f9	GET	/users	http://localhost:3000
20240702	10:35:46	efaa0f82-54bd-467a-a87c-cdd27852d613	OPTIONS	/users	http://localhost:3000
20240702	10:35:46	5cd5caed-0f88-4260-bcad-6790a4da6143	DELETE	/users	http://localhost:3000
20240702	10:35:46	8fe4830d-7cf2-4971-aa0a-a73bf5cf59b8	GET	/users	http://localhost:3000
20240702	10:35:46	64ddf058-dd8d-4242-bd82-9e063037785c	GET	/users	http://localhost:3000
20240702	10:36:07	7899caa4-9b1d-4c47-ae18-a9aeb1e1e62d	OPTIONS	/users	http://localhost:3000
20240702	10:36:07	e776c889-12a1-40f6-a92d-4ca9609421b8	PATCH	/users	http://localhost:3000
20240702	10:36:08	af01155e-4f72-45d6-b425-1f414c06d1b8	GET	/users	http://localhost:3000
20240702	10:36:08	93495a83-2c71-411e-8c1e-1fd190e738e0	GET	/users	http://localhost:3000
20240702	10:37:31	e30acc61-8b6e-4c51-81c6-71dd91d87f27	OPTIONS	/auth/logout	http://localhost:3000
20240702	10:37:31	639f25b6-08eb-410c-b076-7507e6ef477e	POST	/auth/logout	http://localhost:3000
20240702	10:37:44	440986f9-c0fc-4620-992b-08b5a4d12aff	GET	/auth/refresh	http://localhost:3000
20240702	10:39:20	0b9d765c-ba30-4eff-a728-267ed650a352	OPTIONS	/auth	http://localhost:3000
20240702	10:39:20	e7b03a33-d3aa-4cc6-83f8-b37e8fb2510b	POST	/auth	http://localhost:3000
20240702	10:39:20	cb16674f-a0c0-4253-a65b-5d61a09ad444	OPTIONS	/notes	http://localhost:3000
20240702	10:39:20	93ee4927-f1fb-4932-98fa-427e2e4691e5	OPTIONS	/users	http://localhost:3000
20240702	10:39:20	b022fff8-cd64-4faf-afe0-bb222e09da0e	GET	/notes	http://localhost:3000
20240702	10:39:20	742f3ff4-dc37-4b2c-9b1e-4d0eca9cc312	GET	/users	http://localhost:3000
20240702	10:39:21	b83e0585-13ed-4712-9344-4c3af243db98	OPTIONS	/auth/logout	http://localhost:3000
20240702	10:39:21	258a7d6a-b701-4f95-87a6-139963a0b4c4	POST	/auth/logout	http://localhost:3000
20240702	10:40:59	219bf771-7f9d-4505-a046-06008df4add0	GET	/auth/refresh	http://localhost:3000
20240702	10:41:14	519f0eab-6aa2-4082-b9c9-076b67d4364e	GET	/auth/refresh	http://localhost:3000
20240702	10:41:57	c5ef1307-ecf7-4198-a9f6-78bc4b9951c2	GET	/auth/refresh	http://localhost:3000
20240702	10:42:00	2f62eff5-c63f-431e-84cd-2740c81dd70a	OPTIONS	/auth	http://localhost:3000
20240702	10:42:00	5e74ec3b-02f4-4565-8cca-7c95dbbc18b9	POST	/auth	http://localhost:3000
20240702	10:42:00	9664440e-00f7-45f6-9f8f-73f18f321396	OPTIONS	/notes	http://localhost:3000
20240702	10:42:00	82f6e22e-8e48-434d-94d4-7f7d6db2906a	OPTIONS	/users	http://localhost:3000
20240702	10:42:00	19788745-2caf-4d97-b9c1-91c6e9931d88	GET	/notes	http://localhost:3000
20240702	10:42:00	85b910f7-e874-4eae-958b-ded10cab26c5	GET	/users	http://localhost:3000
20240702	10:42:06	edf519ad-bcd5-4696-ba6b-a976df85cf5e	OPTIONS	/auth/logout	http://localhost:3000
20240702	10:42:06	fffa5e0c-b473-461d-900f-a30963a461b8	POST	/auth/logout	http://localhost:3000
20240702	10:50:29	cf1f2033-b533-442a-8b51-9ec00de8633b	OPTIONS	/users	http://localhost:3000
20240702	10:50:29	517ae9f4-5718-4743-958b-24f818413eac	POST	/users	http://localhost:3000
20240702	10:51:49	285eb1bc-e8dd-44d6-bf58-3b40ddc70705	OPTIONS	/auth	http://localhost:3000
20240702	10:51:49	297a32d5-279f-4c48-a2f6-6072f3342d21	POST	/auth	http://localhost:3000
20240702	10:51:49	140a7680-e7ee-4a3a-afb8-f9c15907cac6	OPTIONS	/notes	http://localhost:3000
20240702	10:51:49	0425d242-f32f-40f1-afb6-09b68e513b33	OPTIONS	/users	http://localhost:3000
20240702	10:51:49	6b635d6e-622e-48c9-966f-25de38b9b7fa	GET	/notes	http://localhost:3000
20240702	10:51:49	26ee2834-e852-4604-a3ea-0b6357ee79e3	GET	/users	http://localhost:3000
20240702	10:52:08	03eadf6e-9a05-44ba-883d-22b3bf406e3a	OPTIONS	/users	http://localhost:3000
20240702	10:52:08	cf372472-95ac-4d39-905e-5465f373123a	POST	/users	http://localhost:3000
20240702	10:52:08	bd80b664-78b5-4f3f-a0b3-50e5d7d77e46	GET	/users	http://localhost:3000
20240702	10:52:08	c4b85fe0-b5e0-41bf-a693-e18eaa5704ad	OPTIONS	/notes	http://localhost:3000
20240702	10:52:08	8eec489b-d5fb-444a-888f-20133e4d9879	GET	/notes	http://localhost:3000
20240702	10:52:08	a4f344dd-f7da-408f-9a22-e3b7c1d47f04	GET	/users	http://localhost:3000
20240702	10:52:09	7635d327-75ef-41d4-94fc-726a95b30ef3	GET	/users	http://localhost:3000
20240702	10:52:22	beca79ee-7588-4e6a-9c84-1f27cea3ab1f	OPTIONS	/users	http://localhost:3000
20240702	10:52:22	4f389dfa-4db9-476c-a6a8-654296f426f1	POST	/users	http://localhost:3000
20240702	10:52:28	2e35c3ee-fd26-4523-a5c5-3845aee376b0	OPTIONS	/users	http://localhost:3000
20240702	10:52:28	909b0cc6-acc0-47e8-845b-3b43dcfed52e	POST	/users	http://localhost:3000
20240702	10:52:28	9748bffd-9fbc-4f22-ae03-a0c9742be0f9	GET	/users	http://localhost:3000
20240702	10:52:28	1e591e0a-3ba5-4593-9ba1-bc3c18f1825d	OPTIONS	/notes	http://localhost:3000
20240702	10:52:28	ee8eb916-aa8c-4121-847e-1490b3c2c8af	GET	/notes	http://localhost:3000
20240702	10:52:28	75118f22-c317-434f-b923-ffc0dc452679	GET	/users	http://localhost:3000
20240702	10:52:30	28cfe325-0f10-4bf3-9fbe-70861aafef12	GET	/users	http://localhost:3000
20240702	10:55:39	5376b7a0-7a04-4c35-80f4-14fe54fee6a3	OPTIONS	/users	http://localhost:3000
20240702	10:55:39	4b7932b0-f438-40b3-82ea-2b748b4352af	POST	/users	http://localhost:3000
20240702	10:55:39	cfa9ca3c-00ed-45a1-a95d-21ae9e95a31d	GET	/users	http://localhost:3000
20240702	10:55:39	f4bb2cb7-a7c0-427d-9c48-e28ec29d859a	OPTIONS	/notes	http://localhost:3000
20240702	10:55:39	912c46c4-8ab6-40ef-bd47-d5567f1659de	GET	/notes	http://localhost:3000
20240702	10:55:39	eccbfa0e-d342-46ec-b0c3-af08c1c7c836	GET	/users	http://localhost:3000
20240702	10:55:41	8e8308f5-fb88-4c45-80fe-04b7836b3f82	GET	/users	http://localhost:3000
20240702	11:14:16	e0e75440-552b-4b4b-b38a-1c8440197a13	OPTIONS	/auth	http://localhost:3000
20240702	11:14:16	7ca84762-18a3-4811-ae95-1bd44cece731	POST	/auth	http://localhost:3000
20240702	11:16:40	599953cd-01b9-4b5c-bfa7-04a432c60bab	OPTIONS	/auth	http://localhost:3000
20240702	11:16:40	763cfac7-725b-4aa3-99ba-3b34b7828328	POST	/auth	http://localhost:3000
20240702	11:16:44	4cc2acd9-2230-49d9-be43-f29c25660735	OPTIONS	/users	http://localhost:3000
20240702	11:16:44	b7e18df0-7d0a-4683-8775-2849831dd453	POST	/users	http://localhost:3000
20240702	11:16:44	f7f31662-802e-4487-8be5-46fed62c94d3	OPTIONS	/auth/refresh	http://localhost:3000
20240702	11:16:44	715f42d0-a6d3-4d8a-ae62-6abc349b2647	GET	/auth/refresh	http://localhost:3000
20240702	11:16:44	497c9ad7-0b73-46f7-b6c6-041de1b16cdc	POST	/users	http://localhost:3000
20240702	11:16:53	718fba89-ce33-4943-8d98-8e12161b6880	OPTIONS	/users	http://localhost:3000
20240702	11:16:53	76329f8c-32d7-41be-8b97-bff16e5bd238	POST	/users	http://localhost:3000
20240702	11:16:53	f026819a-45dd-483f-9fdd-150602f89369	GET	/users	http://localhost:3000
20240702	11:16:53	7e210c86-a5df-47a5-88f4-e4e92ec97a37	OPTIONS	/notes	http://localhost:3000
20240702	11:16:53	e672f4b8-62e5-4a8a-a7ee-7f7c66c60df8	GET	/notes	http://localhost:3000
20240702	11:17:21	7b87c8cd-f137-492a-8220-f1f3facc6845	OPTIONS	/users	http://localhost:3000
20240702	11:17:21	2ea7f203-59ac-4b16-a995-46d589df615a	POST	/users	http://localhost:3000
20240702	11:17:21	c68fdef1-a04b-49ec-9253-7a542f42f2e8	GET	/users	http://localhost:3000
20240702	11:17:21	34cd8d40-5e6b-426b-9cbc-3e24e87d15e8	OPTIONS	/notes	http://localhost:3000
20240702	11:17:21	7b352185-f2ae-43cc-8a99-09077df7f2cc	GET	/notes	http://localhost:3000
20240702	11:17:26	cfd8b71b-1984-4277-b38a-0728bbd87aef	OPTIONS	/notes	http://localhost:3000
20240702	11:17:26	1d217c50-71f8-4295-b2aa-8436e362c66a	GET	/notes	http://localhost:3000
20240702	11:17:30	afe6114e-46e9-4b80-a551-6a6de9a59ffd	OPTIONS	/users	http://localhost:3000
20240702	11:17:30	a80abf83-2909-45e7-b8bf-3e7034943690	GET	/users	http://localhost:3000
20240702	11:21:14	0d6642ce-80dc-455f-8a45-b988e840dba9	OPTIONS	/auth	http://localhost:3000
20240702	11:21:14	7c41ef5c-8ac5-4788-a556-3471a21a6039	POST	/auth	http://localhost:3000
20240702	11:22:37	f8a4455a-2b1b-4071-8fb9-9eec8e65666c	OPTIONS	/auth	http://localhost:3000
20240702	11:22:37	8d535d29-c4c2-464c-846c-17b52c6cf6ea	POST	/auth	http://localhost:3000
20240702	11:23:37	68e59591-7794-4973-af33-c48c8ef5a0b5	OPTIONS	/auth	http://localhost:3000
20240702	11:23:37	a0b80b44-23e0-4357-97aa-acb065d96118	POST	/auth	http://localhost:3000
20240702	11:23:54	6d5ae70e-293d-4a69-af24-5b204b45f090	OPTIONS	/auth	http://localhost:3000
20240702	11:23:54	1b0f6a90-db6d-450b-acfc-4f29777a1b81	POST	/auth	http://localhost:3000
20240702	14:47:56	0c72b4bd-3533-43f3-a100-ed0fe6311d3d	OPTIONS	/auth	http://localhost:3000
20240702	14:47:56	550ce20b-1ae4-4d54-9997-e0354c82ab3d	POST	/auth	http://localhost:3000
20240702	14:48:29	4945b9b6-9a2a-4e7d-b802-0b2ed8e67717	OPTIONS	/auth	http://localhost:3000
20240702	14:48:29	ea208071-a87f-406b-adf6-e9e3c35e03c6	POST	/auth	http://localhost:3000
20240702	14:49:40	f81716e8-cf34-4c55-96d6-ff2e9b9fa6d1	OPTIONS	/users	http://localhost:3000
20240702	14:49:40	a933bd98-29aa-4dda-9e4a-39d72133896a	POST	/users	http://localhost:3000
20240702	14:49:40	c5cabcfc-0d08-46e6-be6f-e9420b7f251e	OPTIONS	/auth/refresh	http://localhost:3000
20240702	14:49:40	40005212-315f-4af1-a931-fc7373506c9b	GET	/auth/refresh	http://localhost:3000
20240702	14:49:40	d4c74bcb-af8d-4587-ac7c-d65706e3319d	POST	/users	http://localhost:3000
20240702	14:51:27	e620dae6-ead1-40ca-8361-419a89fd6c34	OPTIONS	/auth	http://localhost:3000
20240702	14:51:27	a0ee5ef8-d1d3-4fc3-8107-3ee81d4f2861	POST	/auth	http://localhost:3000
20240702	14:52:07	13286a5c-53db-413c-bf5a-b7e0d24c959d	OPTIONS	/auth	http://localhost:3000
20240702	14:52:07	66ca662c-d8b2-4103-93ae-ceb883fc34f6	POST	/auth	http://localhost:3000
20240702	14:52:51	432c3861-d01c-46b8-b682-b40335e67ea7	OPTIONS	/auth	http://localhost:3000
20240702	14:52:51	81e7f14f-601b-4b56-87ae-f263117ac3d5	POST	/auth	http://localhost:3000
20240702	14:54:38	aced1204-318f-49d9-9356-2f56f6eb9e40	OPTIONS	/auth	http://localhost:3000
20240702	14:54:38	bd565c18-3afa-4d79-b5de-014e7b9af89b	POST	/auth	http://localhost:3000
20240702	14:55:30	afd688aa-d31d-4fce-ade8-114f3d875338	OPTIONS	/auth	http://localhost:3000
20240702	14:55:30	fafbacfe-e1ef-4943-9a1b-5fe359c27c8d	POST	/auth	http://localhost:3000
20240702	14:56:48	024ab96f-622f-4d63-a536-7bfd5b98a275	OPTIONS	/auth	http://localhost:3000
20240702	14:56:48	848648ec-b9a7-464e-8568-bbc1e34f28a7	POST	/auth	http://localhost:3000
20240702	14:56:48	ce5454e0-67cf-4a28-8b60-ee9b6715d9c5	OPTIONS	/users	http://localhost:3000
20240702	14:56:48	75bba5f5-1694-4255-be0f-09583d7eb250	OPTIONS	/notes	http://localhost:3000
20240702	14:56:48	fefe8e8b-52d1-4b20-9229-b39fa4bac597	GET	/users	http://localhost:3000
20240702	14:56:48	aae02760-e959-462b-8db4-ab7f2c10092f	GET	/notes	http://localhost:3000
20240702	14:58:35	af3e39ca-57db-4a6f-9ddf-2fcbfabbbe40	OPTIONS	/auth	http://localhost:3000
20240702	14:58:35	d281e6e3-aa39-4067-89af-46966652e354	POST	/auth	http://localhost:3000
20240702	14:58:35	c9c47536-5427-4785-884c-d904b7cc472b	OPTIONS	/notes	http://localhost:3000
20240702	14:58:35	e725e8dc-623d-4995-a00c-004868596b95	OPTIONS	/users	http://localhost:3000
20240702	14:58:35	bc2686ca-ee8b-468a-a47f-9563951bd827	GET	/notes	http://localhost:3000
20240702	14:58:35	ad1d5526-0184-415f-a5a3-db535c299b61	GET	/users	http://localhost:3000
20240702	15:03:25	4349a336-1c7d-41da-8875-6454002157a5	OPTIONS	/auth	http://localhost:3000
20240702	15:03:25	3db9c88b-8f9a-43d2-9a9e-2252744f7078	POST	/auth	http://localhost:3000
20240702	15:03:25	1eaefacc-6b40-4b08-9bc0-f3444405b2e6	OPTIONS	/notes	http://localhost:3000
20240702	15:03:25	c0f2e6f0-f53e-437c-a4cd-d32fa9d09f93	OPTIONS	/users	http://localhost:3000
20240702	15:03:25	32dc9c63-9c83-4844-bab5-6f47d2f02c59	GET	/notes	http://localhost:3000
20240702	15:03:25	d7c83a78-4b58-4271-a4ce-6a8d13eee6a5	GET	/users	http://localhost:3000
20240702	15:12:32	f89a5487-f998-4cb8-a718-06466c8ce077	OPTIONS	/auth	http://localhost:3000
20240702	15:12:32	eb4a978c-6410-4350-82da-6e80d871bf08	POST	/auth	http://localhost:3000
20240702	15:12:32	6ad93fee-7540-4aed-a4e6-07b9fce78d5c	OPTIONS	/notes	http://localhost:3000
20240702	15:12:32	3ea82cd3-bb69-4160-af28-e7864996e84a	OPTIONS	/users	http://localhost:3000
20240702	15:12:32	3b265a42-14cd-4080-b3e2-0511aa2cdee0	GET	/notes	http://localhost:3000
20240702	15:12:32	54dcabf2-284c-4f71-b08c-16ba1906e8f2	GET	/users	http://localhost:3000
20240702	15:12:43	a9e75a5e-d3d1-4f6d-a6df-5ed65136c8f5	OPTIONS	/users	http://localhost:3000
20240702	15:12:43	c427f7cd-7590-4321-a068-8bce546071d3	POST	/users	http://localhost:3000
20240702	15:12:43	ee734057-34e3-4915-90f8-8636a373d3bc	GET	/users	http://localhost:3000
20240702	15:12:43	cb121c5f-8396-42f4-bc96-6b259e53c2c7	OPTIONS	/notes	http://localhost:3000
20240702	15:12:43	572194e3-745b-4cca-bb34-cb14e4328262	GET	/notes	http://localhost:3000
20240702	15:12:43	dba71aae-9b9e-474c-9087-ab7539bf26df	GET	/users	http://localhost:3000
20240702	15:12:44	8b23ea9a-156e-46e5-b224-0b657053f8d6	GET	/users	http://localhost:3000
20240702	15:17:19	8fcc779b-3892-45a6-a791-4446d917534e	OPTIONS	/users	http://localhost:3000
20240702	15:17:19	fbd3cb73-4441-49f2-af86-27383dfb5196	POST	/users	http://localhost:3000
20240702	15:17:19	073b1c34-fcf5-4141-b9d0-cfd067d35312	OPTIONS	/auth	http://localhost:3000
20240702	15:17:19	c0e6cac6-fd0d-46e5-b9b6-8acd2005cb5a	POST	/auth	http://localhost:3000
20240702	15:17:19	11280d1e-759c-475a-8247-7f8a2bc9e419	OPTIONS	/notes	http://localhost:3000
20240702	15:17:19	f72369aa-3a82-4932-b4f2-2749d485b4e3	OPTIONS	/users	http://localhost:3000
20240702	15:17:19	c9a27d02-3c6b-4c98-aee3-7f5ec8ae92ea	GET	/notes	http://localhost:3000
20240702	15:17:19	850f52a4-9dbe-4b5b-9cfe-3a6b443150ab	GET	/users	http://localhost:3000
20240702	15:18:16	4f7c3347-3871-45ad-8a0c-f7ad1ec53b5d	OPTIONS	/users	http://localhost:3000
20240702	15:18:16	4e05f4cc-6384-4469-acc7-295759576669	POST	/users	http://localhost:3000
20240702	15:18:16	7932ee52-37fe-4290-a5df-c21567e0ccb6	OPTIONS	/auth	http://localhost:3000
20240702	15:18:16	bf067d87-a843-4699-9f68-d7613dc42aad	POST	/auth	http://localhost:3000
20240702	15:18:56	8e07bd3e-eba4-461c-b187-12d998d517de	OPTIONS	/users	http://localhost:3000
20240702	15:18:56	73dc86e5-8a28-4629-a94d-267fc2becd18	POST	/users	http://localhost:3000
20240702	15:19:02	1c47e66b-d056-4ca1-9f98-5643cee161df	OPTIONS	/users	http://localhost:3000
20240702	15:19:02	0425bac0-7274-493a-95b2-d39ec9bfe545	POST	/users	http://localhost:3000
20240702	15:19:02	7d96f7d6-ce3b-4ffc-bfc4-3a9cdfea5a2c	OPTIONS	/auth	http://localhost:3000
20240702	15:19:02	3176a8ef-2da8-4e45-af02-208a69df5418	POST	/auth	http://localhost:3000
20240702	15:19:07	0ef259be-b304-434c-a132-116452e79cee	POST	/users	http://localhost:3000
20240702	15:19:07	fd64a98b-7fb1-47b9-b79a-7fc5e5e03398	POST	/auth	http://localhost:3000
20240702	15:19:13	43357d98-289c-4bb1-9c58-50c4116d381d	OPTIONS	/users	http://localhost:3000
20240702	15:19:13	72b5a5ef-0fe7-4995-9333-882a8b9e3ca0	POST	/users	http://localhost:3000
20240702	15:19:13	3c6d1bc1-a77d-4bc7-bb3c-6a172eb00cb7	OPTIONS	/auth	http://localhost:3000
20240702	15:19:13	a95705b5-a2c2-4a5d-9bb5-16a94aab730f	POST	/auth	http://localhost:3000
20240702	15:19:58	24c2d16b-8935-4e32-bfd0-ff716ca188d6	OPTIONS	/users	http://localhost:3000
20240702	15:19:58	53ff6d3c-b73e-42b2-a36f-72e025b027ea	POST	/users	http://localhost:3000
20240702	15:19:58	643c00b6-4d22-4fae-9b1e-5460a95e5945	OPTIONS	/auth	http://localhost:3000
20240702	15:19:58	cedc0739-4d79-4394-aedc-fe4ce8131a5d	POST	/auth	http://localhost:3000
20240702	15:21:06	16898d6e-162d-429e-b885-86dbcdb42923	OPTIONS	/users	http://localhost:3000
20240702	15:21:06	8f848379-537c-4863-917f-79fc0e92a815	POST	/users	http://localhost:3000
20240702	15:21:06	704f1a50-f2af-4a03-9bbb-bf5a90145e37	OPTIONS	/auth	http://localhost:3000
20240702	15:21:06	5efe9a43-60ce-4668-bf82-ff51ae9072ea	POST	/auth	http://localhost:3000
20240702	15:21:09	b4f5a880-b84b-4094-a49f-7745c4bc4ab3	POST	/users	http://localhost:3000
20240702	15:21:09	f5b7b18b-b98c-431f-a7cd-db5bf04e83a3	POST	/auth	http://localhost:3000
20240702	15:22:05	07ccaab0-d46a-4e2f-9b37-7f866bbc173e	OPTIONS	/users	http://localhost:3000
20240702	15:22:05	be0fba7b-4620-4fba-9ea5-38b5f61f5686	POST	/users	http://localhost:3000
20240702	15:22:05	1425cbdf-0df6-44fa-802d-99cc9d82246d	OPTIONS	/auth	http://localhost:3000
20240702	15:22:05	d1090ef8-fbf4-48d8-b53f-e5466ee5c6bf	POST	/auth	http://localhost:3000
20240702	15:27:00	a53ece6f-7288-47a7-ae4f-80645d4c35dd	OPTIONS	/users	http://localhost:3000
20240702	15:27:00	e4e6ee43-7eaa-47fb-b6bf-a828980bc620	POST	/users	http://localhost:3000
20240702	15:27:00	98278305-ad45-440b-b656-99c076a871b2	OPTIONS	/auth	http://localhost:3000
20240702	15:27:00	6496cf67-aaf4-4bc0-a4b2-fa68bfa4df53	POST	/auth	http://localhost:3000
20240702	15:27:12	29f3cdcd-0e9f-4b5a-bc28-ebffd8068012	OPTIONS	/users	http://localhost:3000
20240702	15:27:12	cf90a031-5b47-4703-8e90-ef2c60e34af6	POST	/users	http://localhost:3000
20240702	15:27:12	eec7962e-5295-47d2-8801-12487b5e6f90	OPTIONS	/auth	http://localhost:3000
20240702	15:27:12	04ae7b13-332d-481b-8997-3eba9bfaf446	POST	/auth	http://localhost:3000
20240702	15:31:25	754f92d0-5351-4d83-a24c-ed6974ff26e4	OPTIONS	/users	http://localhost:3000
20240702	15:31:25	a4bec9a7-319a-48ab-8d3f-ab215cae45ae	POST	/users	http://localhost:3000
20240702	15:31:25	aa575df7-152f-4d84-9ee5-ff95071cb2cd	OPTIONS	/auth	http://localhost:3000
20240702	15:31:25	deb0f98f-2960-4615-9634-361d49a88853	POST	/auth	http://localhost:3000
20240702	15:34:15	baca1e60-9481-4198-98c7-bdd7903a0b08	OPTIONS	/users	http://localhost:3000
20240702	15:34:15	3e6c3664-7396-4b13-bd4e-37c42d8b927c	POST	/users	http://localhost:3000
20240702	15:34:15	744f851e-5378-41c4-a3bc-7a3756464eae	OPTIONS	/auth	http://localhost:3000
20240702	15:34:15	eaa3cfec-e6cc-4672-ac35-2f454a5485ab	POST	/auth	http://localhost:3000
20240702	15:35:02	83ea3c8b-6330-4244-8431-2d9b09408704	OPTIONS	/users	http://localhost:3000
20240702	15:35:02	8691918d-889e-4135-a135-ed1a982405a9	POST	/users	http://localhost:3000
20240702	15:35:03	7d0e2e9d-f36b-43b4-bcaa-4bf4da9b020c	OPTIONS	/auth	http://localhost:3000
20240702	15:35:03	65ba3d72-1fbb-4cf0-b59d-9051ff701852	POST	/auth	http://localhost:3000
20240702	15:38:53	3cf00140-810d-4f66-bbac-cb3085463080	OPTIONS	/users	http://localhost:3000
20240702	15:38:53	eb88035d-de22-4395-be71-78567d3d64cc	POST	/users	http://localhost:3000
20240702	15:38:54	a55f6726-fe5c-45ee-ba47-eadf9991d1a6	OPTIONS	/auth	http://localhost:3000
20240702	15:38:54	5e38ac02-50c0-482e-928f-e92946c2d91f	POST	/auth	http://localhost:3000
20240702	15:41:59	3b46512d-ba4b-4164-b6a1-6e550e4c6c5f	OPTIONS	/users	http://localhost:3000
20240702	15:41:59	549afee9-a08e-444a-8197-581287ec8576	POST	/users	http://localhost:3000
20240702	15:41:59	c2e62280-9600-4896-b34a-a4fea14a8c0c	OPTIONS	/auth	http://localhost:3000
20240702	15:41:59	24e0356d-9574-4d14-be66-5fac8d2b3bd4	POST	/auth	http://localhost:3000
20240702	15:42:45	fdf97339-8658-4db4-ad6f-36a88a29f19c	OPTIONS	/users	http://localhost:3000
20240702	15:42:45	c9006d55-a692-4704-b22c-68ae54444759	POST	/users	http://localhost:3000
20240702	15:42:45	a63ee66a-017d-4e99-a4f6-6aef1d88107c	OPTIONS	/auth	http://localhost:3000
20240702	15:42:45	af2b4e2f-f897-455f-ab0c-a9cf94b28eac	POST	/auth	http://localhost:3000
20240702	15:47:22	d828ea5c-fb7c-44da-9334-03ac3b7ba4c7	OPTIONS	/users	http://localhost:3000
20240702	15:47:22	8ec983df-a0c7-4a67-b904-878fbf01085b	POST	/users	http://localhost:3000
20240702	15:47:22	954f7f21-84b9-4996-97e4-c726f2419cfe	OPTIONS	/auth	http://localhost:3000
20240702	15:47:22	874fd09f-af23-428f-ab7f-a214b365a169	POST	/auth	http://localhost:3000
20240702	15:47:22	d8ea8f05-5fe3-49d5-960d-a98d2956ea23	GET	/users	http://localhost:3000
20240702	15:47:22	422819b3-a5eb-48a1-a8d8-ffe7e52d30fa	OPTIONS	/notes	http://localhost:3000
20240702	15:47:22	8149d2a3-d853-4939-a00b-2f26259cdc9f	GET	/notes	http://localhost:3000
20240702	15:50:08	f0961a9b-8ced-46af-8b04-7a4fc56f5cb5	OPTIONS	/users	http://localhost:3000
20240702	15:50:08	25cf68b1-c775-41f3-a72e-a34dc8c4b58f	POST	/users	http://localhost:3000
20240702	15:50:08	d92bca94-cc10-4491-9d7f-cd9c0ae51740	OPTIONS	/auth	http://localhost:3000
20240702	15:50:08	1c6ec4b9-ce34-4c8d-9fb1-7c52c111049e	POST	/auth	http://localhost:3000
20240702	15:51:03	c935e38c-7e85-4148-966d-c2f796d8811b	OPTIONS	/users	http://localhost:3000
20240702	15:51:03	e27dd017-6a08-472c-be82-dffdee8fe276	POST	/users	http://localhost:3000
20240702	15:51:03	4e8e16f8-037f-497a-b7b3-894e4c4482af	OPTIONS	/auth	http://localhost:3000
20240702	15:51:03	40d675d0-83fd-46e0-812a-f282259fdd1a	POST	/auth	http://localhost:3000
20240702	15:51:03	88dc7879-39cc-4549-b934-7b33d0e5f01a	GET	/users	http://localhost:3000
20240702	15:51:03	adf2eac1-31b5-47a0-9841-77e242963e51	OPTIONS	/notes	http://localhost:3000
20240702	15:51:03	bf9abc6f-8e08-4bac-9dc4-bfc6c8ef5987	GET	/notes	http://localhost:3000
20240702	15:52:27	f07e4148-2592-47fe-a8a2-506557ae3d7f	OPTIONS	/auth	http://localhost:3000
20240702	15:52:27	fc7797cd-6c9c-403b-ae4a-1824cd1987e0	POST	/auth	http://localhost:3000
